"Timestamp","In the past 12 months, has any household member done the following? (Check all that apply) [Visited the Community Center]","In the past 12 months, has any household member done the following? (Check all that apply) [Used town swimming facilities]","In the past 12 months, has any household member done the following? (Check all that apply) [Used town recreational fields or courts]","In the past 12 months, has any household member done the following? (Check all that apply) [Used Pine Meadows golf course]","In the past 12 months, has any household member done the following? (Check all that apply) [Used a school or neighborhood playground]","In the past 12 months, has any household member done the following? (Check all that apply) [Used the Minuteman Bikeway]","In the past 12 months, has any household member done the following? (Check all that apply) [Used Lexpress bus]","In the past 12 months, has any household member done the following? (Check all that apply) [Visited Lexington conservation areas]","In the past 12 months, has any household member done the following? (Check all that apply) [Directly received fire or police services]","In the past 12 months, has any household member done the following? (Check all that apply) [Attended Lexington public schools]","In the past 12 months, has any household member done the following? (Check all that apply) [Participated in any town provided program or service for seniors]","In the past 12 months, has any household member done the following? (Check all that apply) [Used Cary library or attended a library event]","In the past 12 months, has any household member done the following? (Check all that apply) [Served town government in any capacity (employee, committee member, town meeting member, elected representative)]","Are you aware that the Recreation & Community Programs Department offers financial aid for programs and services?","Has a household member received this type of financial assistance to participate in a program or service? ","If your primary residence is rental, please indicate your monthly rental cost: ","If you own your primary residence, please indicate your total monthly housing payment (mortgage, insurance, property taxes):","Do you receive a property tax deferral or property tax credit due to limited income?","What level of stress does your household experience with payment of monthly housing costs?","Please elaborate or share any additional thoughts. ","Thinking about all the costs of living in your owned property or rental (rent/mortgage, home maintenance, condo fees, property taxes, insurance, utilities), what portion of these costs do you estimate is related to property taxes?","Are you responsible for the housing costs at your residence (i.e. owner or lessee)?","Are you considering relocating away from Lexington in the next 10 years?","Age (respondent)","Size of household (number of people)","Disabilities within household (check all that apply)","Length of time living in town (respondent)","What type of property is your residence?","Approximate market property value of your Lexington residence (if owned):","Please indicate your approximate household income in the past 12 months","Please indicate how the survey was shared with you (any groups or lists or whether it was forwarded to you.)","Please share any comments to the survey team about this survey. Thank you."
"2018/10/15 4:37:29 PM EST","No","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","No","No","","$8,001-$10,000","No","Little","","None","Yes","Unlikely","40-49 years","5+","none of the above","moved in 2000-2009","single family home","$2,000,000 and more","$200,000 and over","CAAL",""
"2018/10/15 4:38:26 PM EST","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","Yes","No","","$6,001-$8,000","No","Some","","Some (26-50%)","Yes","Undecided - Possible","50-59 years","5+","N/A","moved in 2000-2009","single family home","$750,000-$999,999","$100,000-$149,999","",""
"2018/10/15 4:39:53 PM EST","No","No","No","No","No","Yes","No","Yes","No","No","No","Yes","No","No","No","","$10,001+","No","None","","Substantial (76-100%)","Yes","Unlikely","70-79 years","2","none of the above","moved in 1979 and earlier","single family home","$1,500,000-$1,749,999","$200,000 and over","",""
"2018/10/15 4:40:16 PM EST","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","No","","$4,001-$6,000","No","Substantial","","Some (26-50%)","Yes","Likely","50-59 years","4","none of the above","moved in 2010-2014","single family home","$1,000,000-$1,249,999","$200,000 and over","Direct Email","Within the past weeks, three neighbors have spoken to me about how much the taxes have risen and how many new houses are being built in our neighborhood  and several others in Lexington changing the landscape of the town. All three neighbors are moving out of town within the next 3 to 5 years because of it.  I will have to as well. As their neighbor I am concerned when I see any piece of property over 1/2 acre being built with condos to two, three or multiple homes. Due to the substantially increased amount of building we fear additional and substantial property tax increases. This will make it impossible for us to remain here for the long term. I understand we need new schools and police and fire stations but they are inevitably over built. Estabrook does not use it’s indoor greenhouse for example -just one small example among many others. The size of the new Hastings Elementary school while understanding we are planning for future population growth seems again excessive."
"2018/10/15 4:43:32 PM EST","No","Yes","No","No","Yes","Yes","No","Yes","No","Yes","N/A","Yes","No","No","No","N/A","$6,001-$8,000","No","Some","","Some (26-50%)","Yes","Unlikely","40-49 years","4","with a hearing difficulty","moved in 2010-2014","single family home","$1,250,000-$1,499,999","$200,000 and over","",""
"2018/10/15 4:44:50 PM EST","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","No","","$4,001-$6,000","No","Some","","Little (1-25%)","Yes","Undecided - Possible","40-49 years","4","none of the above","moved in 2000-2009","multi-family home","$1,000,000-$1,249,999","$200,000 and over","",""
"2018/10/15 4:49:03 PM EST","Yes","","","","","","Yes","Yes","","","","Yes","","Yes","No","","$2,001-$4,000","No","Some","","Significant (51-75%)","Yes","Unlikely","70-79 years","3","none of the above","moved in 1979 and earlier","single family home","$1,000,000-$1,249,999","","direct email",""
"2018/10/15 4:52:24 PM EST","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","No","N/A","$4,001-$6,000","No","Some","","Little (1-25%)","Yes","Undecided - Possible","40-49 years","3","N/A","moved in 2010-2014","single family home","$1,250,000-$1,499,999","$200,000 and over","",""
"2018/10/15 4:52:48 PM EST","Yes","No","Yes","No","Yes","Yes","Yes","Yes","","Yes","No","Yes","No","Yes","No","N/A","$4,001-$6,000","No","Significant","our house is old and is falling apart, we will never catch up","Some (26-50%)","Yes","Definitely","40-49 years","4","none of the above","moved in 2010-2014","","$750,000-$999,999","$150,000-$199,999","received an email",""
"2018/10/15 4:55:14 PM EST","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","No","No","N/A","$2,001-$4,000","N/A","Some","","Some (26-50%)","Yes","Undecided - Possible","40-49 years","4","none of the above;N/A","moved in 2010-2014","single family home","$500,000-$749,999","$150,000-$199,999","Lexington Recreation",""
"2018/10/15 4:56:31 PM EST","No","Yes","Yes","No","Yes","No","No","No","No","Yes","No","No","No","Yes","No","N/A","$4,001-$6,000","No","None","","Some (26-50%)","Yes","Definitely Not","40-49 years","4","none of the above","moved in 2010-2014","single family home","$1,000,000-$1,249,999","$200,000 and over","Lexington Recreation & Community Programs Email",""
"2018/10/15 4:59:39 PM EST","No","No","Yes","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","No","No","","$6,001-$8,000","No","Some","","Little (1-25%)","Yes","Undecided - Possible","40-49 years","5+","none of the above","moved in 2010-2014","single family home","$1,500,000-$1,749,999","$200,000 and over","",""
"2018/10/15 5:00:50 PM EST","Yes","Yes","","","","Yes","","Yes","","","","Yes","","No","No","","<$2,000/month","No","Significant","The  taxes are too high. The town spends money at too high a rate ","Significant (51-75%)","Yes","Definitely","60-69 years","2","N/A","moved in 1990-1999","single family home","$1,000,000-$1,249,999","$35,000-$49,999","",""
"2018/10/15 5:01:20 PM EST","Yes","No","Yes","No","No","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","No","","","No","Little","","Substantial (76-100%)","Yes","Unlikely","40-49 years","5+","none of the above","moved in 2000-2009","single family home","$2,000,000 and more","N/A","Recreation department email",""
"2018/10/15 5:03:48 PM EST","Yes","No","No","No","No","Yes","No","Yes","Yes","No","No","Yes","No","No","No","","","No","","","","No","Definitely Not","80 years and over","3","with a cognitive difficulty;with an ambulatory difficulty;with a self-care difficulty;with an independent living difficulty","moved in 1979 and earlier","condominium","$750,000-$999,999","N/A","I did it alone.",""
"2018/10/15 5:04:16 PM EST","Yes","Yes","Yes","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","","$10,001+","No","None","","Some (26-50%)","Yes","Undecided - Possible","50-59 years","4","","moved in 2015 or later","single family home","$2,000,000 and more","$200,000 and over","email",""
"2018/10/15 5:06:01 PM EST","Yes","No","Yes","No","Yes","Yes","No","Yes","No","No","No","Yes","No","Yes","No","","N/A","No","Little","","Little (1-25%)","Yes","Definitely Not","70-79 years","2","none of the above","moved in 1980-1989","condominium","$1,000,000-$1,249,999","$100,000-$149,999","",""
"2018/10/15 5:06:03 PM EST","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","Yes","No","","$2,001-$4,000","No","None","","Significant (51-75%)","Yes","Likely","70-79 years","1","","moved in 1980-1989","single family home","$750,000-$999,999","$35,000-$49,999","In an email",""
"2018/10/15 5:09:27 PM EST","No","No","No","No","Yes","No","No","No","No","Yes","No","Yes","No","No","No","","$2,001-$4,000","No","Substantial","","Some (26-50%)","Yes","Likely","50-59 years","4","none of the above","moved in 2015 or later","condominium","Less than $500,000","$75,000-$99,000","Email",""
"2018/10/15 5:11:42 PM EST","Yes","No","No","No","No","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","","<$2,000/month","No","Little","I hate the way my  taxes have risen so much since I moved to Lexington in 1980.","Significant (51-75%)","Yes","Undecided - Possible","70-79 years","1","none of the above","moved in 1980-1989","single family home","$750,000-$999,999","$50,000-$74,999","Through an email",""
"2018/10/15 5:12:55 PM EST","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","N/A","Yes","Yes","No","No","No","N/A","N/A","No","Significant","Real Estate tax increases difficult ","Significant (51-75%)","Yes","Undecided - Possible","80 years and over","2","none of the above","moved in 1980-1989","single family home","$500,000-$749,999","Less than $35,000","Lexington Senior Center","Thank you for investigation "
"2018/10/15 5:16:01 PM EST","Yes","Yes","","","","","","","","","","","","No","No","","N/A","No","None","","","Yes","Unlikely","70-79 years","1","none of the above","moved in 1979 and earlier","single family home","$1,500,000-$1,749,999","","",""
"2018/10/15 5:17:41 PM EST","Yes","Yes","No","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","","$4,001-$6,000","No","Some","Real estate taxes have gone up significantly (over 20 percent from prior year).  This is unfair especially if you don’t have a big home.","Significant (51-75%)","Yes","Likely","50-59 years","4","with a vision difficulty","moved in 2010-2014","single family home","$750,000-$999,999","N/A","",""
"2018/10/15 5:19:17 PM EST","Yes","No","Yes","No","No","No","No","Yes","","Yes","No","Yes","No","Yes","No","N/A","<$2,000/month","No","Some","","Some (26-50%)","Yes","Definitely","50-59 years","5+","none of the above","moved in 1990-1999","single family home","$750,000-$999,999","$100,000-$149,999","email",""
"2018/10/15 5:19:52 PM EST","Yes","Yes","Yes","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","N/A","$4,001-$6,000","No","Some","","Significant (51-75%)","Yes","Unlikely","31-39 years","4","N/A","moved in 2015 or later","single family home","$750,000-$999,999","$200,000 and over","Email",""
"2018/10/15 5:20:50 PM EST","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","$0-$1499","","No","Significant","I’m afraid I may have to move if rent keeps going up!","Significant (51-75%)","Yes","Likely","60-69 years","1","none of the above","moved in 2010-2014","single family home","N/A","$50,000-$74,999","In an email.","I think Lexington is a great town but taxes are so high I’m afraid I will have to move!  (My rent pays the taxes)"
"2018/10/15 5:21:19 PM EST","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","$1500-2999","","No","Significant","My daughter had to leave us ,and live in different town, because we moved to smaller house, so we can afford the rent.","Some (26-50%)","Yes","Undecided - Possible","50-59 years","5+","with an independent living difficulty","moved in 2010-2014","apartment","","$50,000-$74,999","Email","Thank you ,I hope you will help to get my family back together. "
"2018/10/15 5:22:34 PM EST","Yes","No","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Yes","No","","<$2,000/month","No","Some","Seniors with limited income","Some (26-50%)","Yes","Likely","80 years and over","2","none of the above","moved in 1979 and earlier","single family home","$750,000-$999,999","$50,000-$74,999","By e mail","Remaining in Lexington is
becoming difficult because
of the ever increasing pro-
petty taxes.  We have three
children with their families
living here. We have lived
in
town since 1965 and will
hate to leave. Seniors need
a  break on property tax"
"2018/10/15 5:22:54 PM EST","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","","$4,001-$6,000","No","Some","Housing in Lex is expensive. If one of two parents loses job, affordability becomes challenging","Little (1-25%)","Yes","Undecided - Possible","40-49 years","4","N/A","moved in 2010-2014","single family home","$1,250,000-$1,499,999","$200,000 and over","Lex Rec Dept Email",""
"2018/10/15 5:25:08 PM EST","Yes","No","No","No","No","Yes","Yes","Yes","Yes","N/A","N/A","Yes","No","No","No","$0-$1499","N/A","No","Substantial","I exist in a state of near homelessness and extreme poverty.  I fight to live indoors for a few weeks at a time.  I am on the waiting list of subsidized housing but the wait is years long.  I am rent burdened 80% of my disability check.","Little (1-25%)","No","Undecided - Possible","31-39 years","1","with a cognitive difficulty","moved in 2015 or later","apartment","I don't live in a property owned by a family member","Less than $35,000","Email from rec center","I would most benefit from additional subsidized housing or a rent waiver until I can be moved up the list where I would pay 30% of my income and Lexington would pay the rest.  My rent is $750 so it is much more expensive for social services if I were to become homeless."
"2018/10/15 5:31:40 PM EST","Yes","No","Yes","No","No","Yes","No","Yes","No","No","No","Yes","No","Yes","No","N/A","$2,001-$4,000","No","None","","Some (26-50%)","Yes","Undecided - Possible","60-69 years","2","none of the above","moved in 1990-1999","single family home","$1,000,000-$1,249,999","$35,000-$49,999","",""
"2018/10/15 5:32:16 PM EST","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","No","No","No","","$2,001-$4,000","No","Some","","Some (26-50%)","Yes","Undecided - Possible","31-39 years","4","none of the above","moved in 2010-2014","single family home","$750,000-$999,999","$150,000-$199,999","Email from town",""
"2018/10/15 5:33:14 PM EST","Yes","No","Yes","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","No","No","","$2,001-$4,000","No","None","","Some (26-50%)","Yes","Have not considered","40-49 years","5+","none of the above","moved in 2010-2014","single family home","$750,000-$999,999","N/A","Email","Taxes are really high, housing costs are outrageous, and the elderly are being priced out of town.  It is appalling that people are buying houses here and not living in them, using them for tax shelters, or buying houses and letting people live there to attend the schools.  There isn't enough affordable housing in town, and it impacts our neighborhoods and the makeup of our town."
"2018/10/15 5:33:17 PM EST","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","Yes","No","","$2,001-$4,000","No","None","","Little (1-25%)","Yes","Definitely Not","50-59 years","4","none of the above","moved in 2000-2009","single family home","$1,000,000-$1,249,999","$200,000 and over","Email from recreation department ",""
"2018/10/15 5:33:54 PM EST","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","No","","","$3000-$4499","","N/A","Some","Cost continues to rise","Significant (51-75%)","Yes","Unlikely","80 years and over","1","none of the above","moved in 2000-2009","apartment","I don't live in a property owned by a family member","$200,000 and over","",""
"2018/10/15 5:43:11 PM EST","No","Yes","No","No","Yes","Yes","No","No","No","No","No","Yes","No","No","N/A","","$6,001-$8,000","No","Some","","Some (26-50%)","Yes","Unlikely","31-39 years","4","none of the above","moved in 2015 or later","single family home","$1,750,000-$1,999,999","$200,000 and over","",""
"2018/10/15 5:47:00 PM EST","Yes","N/A","Yes","N/A","Yes","Yes","Yes","Yes","N/A","Yes","Yes","Yes","Yes","No","No","N/A","$2,001-$4,000","No","Some","","Substantial (76-100%)","Yes","Undecided - Possible","40-49 years","4","none of the above","moved in 2010-2014","single family home","$1,000,000-$1,249,999","$150,000-$199,999","",""
"2018/10/15 5:51:17 PM EST","Yes","No","No","No","Yes","Yes","No","Yes","No","No","Yes","Yes","No","No","No","","$2,001-$4,000","No","None","","Little (1-25%)","N/A","Undecided - Possible","80 years and over","2","none of the above","moved in 1979 and earlier","single family home","$1,000,000-$1,249,999","N/A","From the town by email","The question about the cost of living at our property vs. the portion related to property taxes is unclear and could be interpreted more than one way."
"2018/10/15 5:51:39 PM EST","Yes","No","Yes","No","Yes","Yes","Yes","No","No","Yes","N/A","Yes","No","Yes","No","","$4,001-$6,000","No","None","","Some (26-50%)","Yes","Unlikely","40-49 years","4","none of the above","moved in 2000-2009","single family home","$1,000,000-$1,249,999","$200,000 and over","email",""
"2018/10/15 5:53:56 PM EST","Yes","No","No","No","Yes","Yes","No","Yes","No","No","No","Yes","No","No","No","","$6,001-$8,000","No","Some","","Some (26-50%)","No","Undecided - Possible","40-49 years","4","none of the above","moved in 2010-2014","single family home","$1,750,000-$1,999,999","$200,000 and over","",""
"2018/10/15 5:59:48 PM EST","No","No","Yes","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","No","No","$3000-$4499","","No","Significant","","Some (26-50%)","No","Definitely","40-49 years","5+","none of the above","moved in 2015 or later","condominium","","$100,000-$149,999","Email",""
"2018/10/15 6:06:54 PM EST","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","No","Yes","No","N/A","No","","$2,001-$4,000","No","None","","Some (26-50%)","Yes","Undecided - Possible","70-79 years","2","none of the above","moved in 1979 and earlier","single family home","$750,000-$999,999","$100,000-$149,999","Sent by town",""
"2018/10/15 6:12:31 PM EST","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","Yes","No","Yes","No","","<$2,000/month","No","None","","Significant (51-75%)","Yes","Unlikely","70-79 years","2","none of the above","moved in 1979 and earlier","single family home","$500,000-$749,999","$75,000-$99,000","By e-mail from Rec. Dept.",""
